"","species_name"
"389","Eugenia cereja D.Legrand"
"390","Eugenia membranifolia Nied."
"391","Eugenia expansa Spring ex Mart."
"392","Eugenia expansa Spring ex Mart."
"393","Eugenia magnibracteolata Mattos & D.Legrand"
"394","Eugenia regia Bünger & Sobral"
"395","Eugenia expansa Spring ex Mart."
"396","Eugenia puberula Nied."
"397","Eugenia selloi B.D.Jacks."
"398","Eugenia ruschiana Bünger, Mazine & Stehmann"
"399","Eugenia glandulosa Cambess."
"400","Eugenia L."
"401","Eugenia L."
"402","Eugenia itajurensis Cambess."
"403","Eugenia itajurensis Cambess."
"404","Eugenia langsdorffii O.Berg"
"405","Eugenia langsdorffii O.Berg"
"406","Eugenia L."
"407","Eugenia pyriformis Cambess."
"408","Eugenia ternatifolia Cambess."
"409","Eugenia sellowiana DC."
"410","Eugenia L."
"411","Eugenia sellowiana DC."
"412","Eugenia sellowiana DC."
"413","Eugenia L."
"414","Eugenia L."
"415","Eugenia excoriata O.Berg"
"416","Eugenia excoriata O.Berg"
"417","Eugenia pohliana DC."
"418","Eugenia L."
"419","Eugenia piresiana Cambess."
"420","Eugenia L."
"421","Eugenia beaurepairiana (Kiaersk.) D.Legrand"
"422","Eugenia piresiana Cambess."
"423","Eugenia pyriformis Cambess."
"424","Eugenia pohliana DC."
"425","Eugenia supraaxillaris Spreng."
"426","Eugenia armeniaca Sagot"
"427","Eugenia stipitata McVaugh"
"428","Eugenia victoriana Cuatrec."
"429","Eugenia brasiliensis Lam."
"430","Eugenia mattosii D.Legrand"
"431","Eugenia neomyrtifolia Sobral"
"432","Eugenia sulcata Spring ex Mart."
"433","Eugenia sulcata Spring ex Mart."
"434","Eugenia ligustrina (Sw.) Willd."
"435","Eugenia sulcata Spring ex Mart."
"436","Eugenia pitanga (O.Berg) Nied."
"437","Eugenia uniflora L."
"438","Eugenia uniflora L."
"439","Eugenia pitanga (O.Berg) Nied."
"440","Eugenia uniflora L."
"441","Eugenia uniflora L."
"442","Eugenia uniflora L."
"443","Eugenia altissima Sobral & Faria"
"444","Eugenia azuruensis O.Berg"
"445","Eugenia rosea DC."
"446","Eugenia azuruensis O.Berg"
"447","Eugenia azuruensis O.Berg"
"448","Eugenia klotzschiana O.Berg"
"449","Eugenia laruotteana Cambess."
"450","Eugenia L."
"451","Eugenia laruotteana Cambess."
"452","Eugenia klotzschiana O.Berg"
"453","Eugenia pyrifera Faria & Proença"
"454","Eugenia malacantha D.Legrand"
"455","Eugenia L."
"456","Eugenia tetramera (Mc Vaugh) M.L.Kawas. & B.Holst"
"457","Eugenia farneyi Faria & Proença"
"458","Eugenia arenosa Mattos"
"459","Eugenia dysenterica DC."
"460","Eugenia patrisii Vahl"
"461","Eugenia hamiltonii (Mattos) Mattos"
"462","Eugenia handroi (Mattos) Mattos"
"463","Eugenia handroi (Mattos) Mattos"
"464","Eugenia myrcianthes Nied."
"465","Eugenia splendens O.Berg"
"466","Myrcianthes callicoma McVaugh"
