"","species_name"
"162","Miconia ossaeifolia Urb. & Ekman"
"163","Miconia macayana Judd & Skean"
"164","Miconia fuertesii Cogn."
"165","Miconia luteola Cogn."
"166","Miconia quadrangularis Triana"
"167","Miconia krugii Cogn."
"168","Miconia viscidula Urb. & Cogn."
"169","Miconia lanceolata (Desr.) DC."
"170","Miconia alainii Judd & Skean"
"171","Miconia alternifolia (Griseb.) Alain"
"172","Miconia walterjuddii Bécquer & Michelang."
"173","Miconia sphagnicola Urb. & Ekman"
"174","Miconia rigida (Sw.) Triana"
"175","Miconia desportesii Urb."
"176","Miconia pseudorigida Proctor"
"177","Miconia barkeri Urb. & Ekman"
"178","Miconia hypioides Urb. & Ekman"
"179","Miconia howardiana Judd, Salzman & Skean"
"180","Miconia zanonii Judd, Skean & R.S.Beaman"
"181","Miconia foveolata Cogn."
"182","Miconia stenobotrys (Rich.) Naudin"
"183","Miconia alloeotricha (Urb.) Judd, Penneys & Skean"
"184","Miconia confertiflora Almeda"
"185","Miconia grandidentata Almeda"
"186","Miconia atrofusca Cogn."
"187","Miconia neriifolia Triana"
"188","Miconia setulosa Cogn."
"189","Miconia biacuta Cogn. ex Rusby"
"190","Miconia quadrialata S.S.Renner & S.Beck"
"191","Miconia brachygyna Gleason"
"192","Miconia lehmannii Cogn."
"193","Miconia mimica Gleason"
"194","Miconia trichogona J.F.Macbr."
"195","Miconia brevistylis Cogn."
"196","Miconia densifolia Cogn."
"197","Miconia uvifera Naudin"
"198","Miconia corymbiformis Cogn."
"199","Miconia harlingii Wurdack"
"200","Miconia firma J.F.Macbr."
"201","Miconia gonioclada Triana"
"202","Clidemia calcarata Cogn. & Gleason"
"203","Tococa symphyandra (Triana) Cogn."
"204","Miconia machinazana C.Ulloa & D.A.Neill"
"205","Miconia psychrophila Naudin"
"206","Miconia cocoensis Almeda & Kriebel"
"207","Miconia urticoides Triana"
"208","Miconia clypeata Wurdack"
"209","Miconia multiplinervia Cogn."
"210","Miconia pseudoradula Cogn. & Gleason"
"211","Miconia arboricola Almeda"
"212","Killipia pedunculata Gleason"
"213","Miconia micayana Wurdack"
"214","Killipia rotundifolia Wurdack"
"215","Miconia punctibullata M.E.Morales, Michelang. & F.González"
"216","Miconia militis Wurdack"
"217","Miconia pseudocentrophora Cogn."
"218","Miconia denticulata Naudin"
"219","Miconia pustulata Naudin"
"220","Miconia andreana Cogn."
"221","Miconia dapsiliflora Wurdack"
"222","Leandra nervosa (Naudin) Cogn."
"223","Miconia papillosa (Desr.) Naudin"
"224","Leandra melanodesma (Naudin) Cogn."
"225","Catocoryne linneoides Hook.f., 1867"
"226","Miconia benthamiana Triana"
"227","Clidemia vallicola Gleason"
"228","Miconia javorkaeana Borhidi"
"229","Miconia erosa Gleason"
"230","Miconia asclepiadea Triana"
"231","Miconia crocea (Desr.) Naudin"
"232","Mecranium amygdalinum (Desr.) C.Wright"
"233","Mecranium crassinerve (Urb.) Skean"
"234","Mecranium juddii Skean"
"235","Mecranium birimosum (Naudin) Triana"
"236","Mecranium tuberculatum Urb."
"237","Mecranium axillare (Macfad.) Skean"
"238","Mecranium virgatum (Sw.) Triana"
"239","Mecranium integrifolium (Naudin) Triana"
"240","Mecranium purpurascens (DC.) Triana"
"241","Mecranium ovatum Cogn."
"242","Mecranium puberulum Cogn."
"243","Mecranium microdictyum Urb. & Ekman"
"244","Mecranium septentrionale Skean"
"245","Mecranium multiflorum (Desr.) Triana"
"246","Mecranium haitiense Urb."
"247","Mecranium revolutum Skean & Judd"
"248","Mecranium tricostatum Urb. & Ekman"
"249","Mecranium alpestre Urb. & Ekman"
"250","Mecranium acuminatum (DC.) Skean"
"251","Mecranium obtusifolium Cogn."
"252","Miconia mulleola Wurdack"
"253","Miconia ulmarioides Naudin"
"254","Miconia nubicola Proctor"
"255","Miconia spinulosa Naudin"
"256","Miconia albertii Gleason"
"257","Clidemia costaricensis Cogn. ex Donn.Sm. & Standl."
"258","Clidemia folsomii Almeda"
"259","Clidemia tenebrosa Almeda"
"260","Clidemia tetrapetala Almeda"
"261","Miconia meridensis Triana"
"262","Miconia suaveolens Wurdack"
"263","Miconia salebrosa Wurdack"
"264","Miconia nitidissima Cogn."
"265","Miconia tuberculata (Naudin) Triana"
"266","Clidemia discolor (Triana) Cogn."
"267","Clidemia killipii Gleason"
"268","Clidemia almedae Kriebel"
"269","Clidemia cordata Cogn., 1890"
"270","Clidemia ostrina Gleason"
"271","Clidemia serpens (Triana) Cogn."
"272","Clidemia rodriguezii Almeda"
"273","Tococa platyphylla Benth."
"274","Miconia funckii Wurdack"
"275","Miconia leiotricha Wurdack"
"276","Miconia macrodon (Naudin) Wurdack"
"277","Tococa broadwayi Urb."
"278","Tococa perclara Wurdack"
"279","Miconia ciliata (Rich.) DC."
"280","Miconia racemosa (Aubl.) DC."
"281","Miconia lacera (Bonpl.) Naudin"
"282","Miconia oinochrophylla Donn.Sm."
"283","Miconia pulvinata Gleason"
"284","Calycogonium rhamnoideum Naudin"
"285","Ossaea heterotricha (Griseb.) Wright"
"286","Calycogonium lanceolatum Griseb."
"287","Calycogonium microphyllum Wright"
"288","Calycogonium glabratum (Sw.) DC."
"289","Miconia moensis (Britton) Alain"
"290","Calycogonium ekmanii Urb."
"291","Calycogonium torbecianum Urb. & Ekman"
"292","Calycogonium turbinatum Urb. & Ekman"
"293","Calycogonium rhomboideum Urb. & Ekman"
"294","Miconia inaequipetiolata Majure & Judd"
"295","Ossaea inaequidens Urb. & Ekman"
"296","Ossaea krugii (Cogn.) F.S.Axelrod"
"297","Calycogonium reticulatum (Cogn.) Judd & Skean"
"298","Clidemia vegaensis Cogn."
"299","Calycogonium calycopteris (Rich.) Urb."
"300","Ossaea parvifolia Alain"
"301","Clidemia wrightii Griseb."
"302","Miconia becqueri Judd & Majure"
"303","Calycogonium hispidulum Cogn."
"304","Calycogonium formonense Judd, Skean & Clase"
"305","Ossaea granulata Urb."
"306","Ossaea muricata (Griseb.) Triana"
"307","Ossaea asperifolia (Naudin) Triana"
"308","Leandra lima (Desr.) Judd & Skean"
"309","Leandra limoides (Urb.) Judd & Skean"
"310","Miconia paralimoides Majure & Judd"
"311","Miconia pedunculata Majure & Judd"
"312","Ossaea polychaeta Urb. & Ekman"
"313","Ossaea ottoschmidtii Urb."
"314","Ossaea turquinensis Urb."
"315","Miconia jashaferi Majure & Judd"
"316","Ossaea ovatifolia Urb."
"317","Ossaea acunae Alain"
"318","Ossaea micarensis Urb."
"319","Miconia costata (Urb.) Judd, Bécquer & Majure"
"320","Ossaea lanata (Naudin) C.Wright"
"321","Ossaea elliptica Alain"
"322","Ossaea baracoensis Borhidi & O.Muñiz"
"323","Ossaea pauciflora (Naudin) Urb."
"324","Ossaea microphylla (Sw.) Triana"
"325","Ossaea brachystemon Urb."
"326","Ossaea hirsuta (Sw.) Triana"
"327","Pachyanthus blancheanus (Urb.) Urb. & Ekman"
"328","Pachyanthus pedicellatus Urb."
"329","Tetrazygia longicollis Urb. & Cogn."
"330","Tetrazygia paralongicollis Judd, Ionta, Clase & Skean"
"331","Clidemia eggersii (Cogn.) F.S.Axelrod"
"332","Clidemia umbellata (Mill.) L.O.Williams"
"333","Charianthus alpinus (Sw.) R.A.Howard"
"334","Charianthus corymbosus (Rich.) Cogn."
"335","Charianthus dominicensis Penneys & Judd"
"336","Charianthus nodosus (Desr.) Triana"
"337","Tetrazygia discolor (L.) DC."
"338","Calycogonium apleurum (Urb. & E.Ekman) Judd & Skean"
"339","Tetrazygia angustifolia (Sw.) DC."
"340","Tetrazygia urbanii Cogn."
"341","Miconia tetrandra (Sw.) D.Don"
"342","Tetrazygia elaeagnoides (Sw.) DC."
"343","Miconia umbellata (Mill.) Judd & Ionta"
"344","Calycogonium grisebachii Triana"
"345","Calycogonium plicatum Griseb."
"346","Calycogonium floribundum Borhidi"
"347","Pachyanthus discolor Norlind ex Urb."
"348","Pachyanthus neglectus Borhidi"
"349","Pachyanthus mayarensis Urb."
"350","Calycogonium bissei Bécquer"
"351","Pachyanthus reticulatus Britton & P.Wilson ex Britton"
"352","Calycogonium heterophyllum Naudin"
"353","Pachyanthus monopleurus Urb."
"354","Tetrazygia elegans Urb."
"355","Tetrazygia decorticans Bécquer"
"356","Tetrazygia aurea Howard & W.R.Briggs"
"357","Clidemia angustilamina Judd & Skean"
"358","Tetrazygia crotonifolia (Desv.) DC."
"359","Tetrazygia urbaniana (Cogn.) Croizat ex Mosc."
"360","Tetrazygia bicolor (Mill.) Cogn."
"361","Tetrazygia cristalensis Borhidi"
"362","Tetrazygia coriacea Urb."
"363","Tetrazygia lanceolata Urb."
"364","Tetrazygia barbata Borhidi"
