"species_name"
"Vellozia bradei Schulze-Menz"
"Vellozia strangii L.B.Sm. ex Mello-Silva"
"Vellozia marcescens L.B.Sm."
"Vellozia intermedia Seub."
"Vellozia stipitata L.B.Sm. & Ayensu"
"Vellozia Vand."
"Vellozia patens L.B.Sm. & Ayensu"
"Vellozia breviscapa Mart."
"Vellozia caruncularis Mart. ex Seub."
"Vellozia subscabra J.C.Mikan"
"Vellozia hatschbachii L.B.Sm. & Ayensu"
"Vellozia variabilis Mart."
"Vellozia obtecta Mello-Silva"
"Vellozia peripherica Mello-Silva"
"Vellozia Vand."
"Vellozia resinosa Mart."
"Vellozia auriculata Mello-Silva & N.L.Menezes"
"Vellozia glabra J.C.Mikan"
"Vellozia ornata Mart."
"Vellozia declinans Goethart & Henrard"
"Vellozia taxifolia (Mart. ex Schult. & Schult.f.) Mart. ex Seub."
"Vellozia cryptantha Seub."
"Vellozia epidendroides Mart."
"Vellozia variegata Goethart & Henrard"
"Vellozia gigantea N.L.Menezes & Mello-Silva"
"Vellozia Vand."
"Vellozia scoparia Goethart & Henrard"
"Vellozia giuliettiae N.L.Menezes & Mello-Silva"
"Vellozia minima Pohl"
"Vellozia stenocarpa Mello-Silva"
"Vellozia barbata Goethart & Henrard"
"Vellozia sellowii Seub."
"Vellozia abietina Mart."
"Vellozia semirii Mello-Silva & N.L.Menezes"
"Vellozia graomogolensis L.B.Sm."
"Vellozia streptophylla L.B.Sm."
"Vellozia prolifera Mello-Silva"
"Vellozia spiralis L.B.Sm."
"Vellozia brevifolia Seub."
"Vellozia tragacantha (Mart. ex Schult. & Schult.f.) Mart. ex Seub."
"Vellozia ciliata L.B.Sm."
"Vellozia compacta Mart."
"Vellozia graminea Pohl"
"Vellozia punctulata Seub."
"Vellozia alata L.B.Sm."
"Vellozia aloifolia Mart."
"Vellozia caespitosa L.B.Sm. & Ayensu"
"Vellozia crinita Goethart & Henrard"
"Vellozia metzgerae L.B.Sm."
"Vellozia caudata Mello-Silva"
"Vellozia hemisphaerica Seub."
"Vellozia burle-marxii L.B.Sm. & Ayensu"
"Vellozia jolyi L.B.Sm."
